1.2815269 0.0135159 0.00773 0.0235804 0.0878533 0.005737 0.0077769 0.0112318 0.0078531 0.0037091 0.0066393 0.0085443 0.0156276 0.0094602 0.0146184
0.0372335 1.1183443 0.093211 0.0421188 0.1171546 0.008586 0.0091695 0.016603 0.011365 0.006575 0.0081114 0.0122726 0.0151296 0.0138087 0.0268551
0.0184729 0.0166119 1.0422153 0.0093255 0.0176214 0.0109654 0.0210174 0.0146287 0.0066778 0.0178644 0.0067692 0.0094967 0.021795 0.008112 0.0099787
0.0120597 0.012506 0.0193105 1.0045759 0.0087992 0.0060754 0.0087446 0.0109469 0.0052574 0.0299727 0.0044561 0.0056354 0.0076677 0.0087455 0.0287984
0.3870822 0.2362547 0.134891 0.3954702 1.6043476 0.0965353 0.0934846 0.193561 0.1328034 0.0599546 0.091004 0.1461588 0.1598002 0.1593843 0.2237189
0.150443 0.0526213 0.03145 0.0837541 0.1225409 1.0433347 0.0302428 0.0430683 0.0310981 0.0148695 0.0205728 0.0367008 0.0374893 0.0335185 0.0431247
0.0083378 0.0036551 0.0075759 0.0558599 0.0070963 0.0025437 1.0060353 0.0141941 0.0021397 0.0044783 0.0025468 0.0022317 0.0077494 0.012921 0.0033437
0.0681456 0.0521195 0.0750681 0.0452964 0.0749744 0.0579532 0.0596256 1.1412878 0.0282405 0.0166029 0.0268328 0.0240655 0.0267532 0.0229341 0.0362094
0.0195425 0.0257214 0.0222736 0.023455 0.0269453 0.0397817 0.0407261 0.0333193 1.1696567 0.0303883 0.054742 0.0375448 0.0384731 0.0409086 0.0452146
0.1867826 0.1364077 0.0748774 0.0900924 0.0908193 0.1552106 0.199256 0.1683784 0.1045508 1.2761626 0.1314127 0.171133 0.1658609 0.1579822 0.0864993
0.0992767 0.169228 0.1143406 0.1246422 0.1539937 0.2174258 0.1902282 0.1459276 0.2083792 0.1454223 1.2264557 0.1678229 0.194094 0.1290724 0.1262961
0.0005429 0.0003333 0.0007803 0.0005369 0.0005199 0.0016038 0.0041511 0.0009116 0.000553 0.000342 0.0006299 1.0135493 0.0017449 0.0048802 0.0079003
0.0088715 0.0086924 0.0105185 0.0068565 0.0096989 0.0132698 0.0135353 0.0239171 0.0361763 0.0183678 0.0258035 0.027935 1.0351895 0.0162784 0.0114603
0.0092786 0.0070565 0.0051895 0.0103339 0.0111031 0.0195997 0.0155597 0.0195836 0.0093345 0.009698 0.0116059 0.0137683 0.0163076 1.0157336 0.0135882
0.0222345 0.0177391 0.0336137 0.013968 0.0239451 0.0235787 0.0233634 0.0482382 0.0186651 0.0222746 0.013538 0.0165336 0.0221791 0.0199394 1.0169221
