county,totalcountdeaths,date
San Benito Santa Clara,179,2020-07-18T00:00:00
San Benito Santa Clara,179,2020-07-19T00:00:00
San Benito Santa Clara,180,2020-07-20T00:00:00
San Benito Santa Clara,180,2020-07-21T00:00:00
San Benito Santa Clara,182,2020-07-22T00:00:00
San Benito Santa Clara,183,2020-07-23T00:00:00
San Benito Santa Clara,185,2020-07-24T00:00:00
San Benito Santa Clara,186,2020-07-25T00:00:00
San Benito Santa Clara,186,2020-07-26T00:00:00
San Benito Santa Clara,186,2020-07-27T00:00:00
San Benito Santa Clara,188,2020-07-28T00:00:00
San Benito Santa Clara,191,2020-07-29T00:00:00
San Benito Santa Clara,194,2020-07-30T00:00:00
San Benito Santa Clara,195,2020-07-31T00:00:00
San Benito Santa Clara,195,2020-08-01T00:00:00
San Benito Santa Clara,195,2020-08-02T00:00:00
San Benito Santa Clara,195,2020-08-03T00:00:00
San Benito Santa Clara,196,2020-08-04T00:00:00
San Benito Santa Clara,200,2020-08-05T00:00:00
San Benito Santa Clara,200,2020-08-06T00:00:00
San Benito Santa Clara,207,2020-08-07T00:00:00
San Benito Santa Clara,208,2020-08-08T00:00:00
San Benito Santa Clara,209,2020-08-09T00:00:00
San Benito Santa Clara,209,2020-08-10T00:00:00
San Benito Santa Clara,211,2020-08-11T00:00:00
San Benito Santa Clara,211,2020-08-12T00:00:00
San Benito Santa Clara,212,2020-08-13T00:00:00
San Benito Santa Clara,212,2020-08-14T00:00:00
San Benito Santa Clara,213,2020-08-15T00:00:00
San Benito Santa Clara,213,2020-08-16T00:00:00
San Benito Santa Clara,213,2020-08-17T00:00:00
San Benito Santa Clara,217,2020-08-18T00:00:00
San Benito Santa Clara,221,2020-08-19T00:00:00
San Benito Santa Clara,224,2020-08-20T00:00:00
San Benito Santa Clara,229,2020-08-21T00:00:00
San Benito Santa Clara,231,2020-08-22T00:00:00
San Benito Santa Clara,231,2020-08-23T00:00:00
San Benito Santa Clara,231,2020-08-24T00:00:00
San Benito Santa Clara,240,2020-08-25T00:00:00
San Benito Santa Clara,244,2020-08-26T00:00:00
San Benito Santa Clara,247,2020-08-27T00:00:00
San Benito Santa Clara,252,2020-08-28T00:00:00
San Benito Santa Clara,252,2020-08-29T00:00:00
San Benito Santa Clara,252,2020-08-30T00:00:00
San Benito Santa Clara,252,2020-08-31T00:00:00
San Benito Santa Clara,256,2020-09-01T00:00:00
San Benito Santa Clara,258,2020-09-02T00:00:00
San Benito Santa Clara,261,2020-09-03T00:00:00
San Benito Santa Clara,262,2020-09-04T00:00:00
San Benito Santa Clara,266,2020-09-05T00:00:00
San Benito Santa Clara,269,2020-09-06T00:00:00
San Benito Santa Clara,269,2020-09-07T00:00:00
San Benito Santa Clara,270,2020-09-08T00:00:00
San Benito Santa Clara,273,2020-09-09T00:00:00
San Benito Santa Clara,273,2020-09-10T00:00:00
San Benito Santa Clara,286,2020-09-11T00:00:00
San Benito Santa Clara,290,2020-09-12T00:00:00
San Benito Santa Clara,293,2020-09-13T00:00:00
San Benito Santa Clara,293,2020-09-14T00:00:00
San Benito Santa Clara,297,2020-09-15T00:00:00
San Benito Santa Clara,303,2020-09-16T00:00:00
San Benito Santa Clara,305,2020-09-17T00:00:00
San Benito Santa Clara,306,2020-09-18T00:00:00
San Benito Santa Clara,307,2020-09-19T00:00:00
San Benito Santa Clara,307,2020-09-20T00:00:00
San Benito Santa Clara,308,2020-09-21T00:00:00
San Benito Santa Clara,310,2020-09-22T00:00:00
San Benito Santa Clara,311,2020-09-23T00:00:00
San Benito Santa Clara,315,2020-09-24T00:00:00
San Benito Santa Clara,317,2020-09-25T00:00:00
