county,totalcountdeaths,date
Alameda Contra Costa,260,2020-07-18T00:00:00
Alameda Contra Costa,260,2020-07-19T00:00:00
Alameda Contra Costa,261,2020-07-20T00:00:00
Alameda Contra Costa,269,2020-07-21T00:00:00
Alameda Contra Costa,273,2020-07-22T00:00:00
Alameda Contra Costa,275,2020-07-23T00:00:00
Alameda Contra Costa,281,2020-07-24T00:00:00
Alameda Contra Costa,282,2020-07-25T00:00:00
Alameda Contra Costa,282,2020-07-26T00:00:00
Alameda Contra Costa,282,2020-07-27T00:00:00
Alameda Contra Costa,289,2020-07-28T00:00:00
Alameda Contra Costa,290,2020-07-29T00:00:00
Alameda Contra Costa,298,2020-07-30T00:00:00
Alameda Contra Costa,301,2020-07-31T00:00:00
Alameda Contra Costa,310,2020-08-01T00:00:00
Alameda Contra Costa,314,2020-08-02T00:00:00
Alameda Contra Costa,316,2020-08-03T00:00:00
Alameda Contra Costa,323,2020-08-04T00:00:00
Alameda Contra Costa,324,2020-08-05T00:00:00
Alameda Contra Costa,327,2020-08-06T00:00:00
Alameda Contra Costa,329,2020-08-07T00:00:00
Alameda Contra Costa,331,2020-08-08T00:00:00
Alameda Contra Costa,332,2020-08-09T00:00:00
Alameda Contra Costa,344,2020-08-10T00:00:00
Alameda Contra Costa,351,2020-08-11T00:00:00
Alameda Contra Costa,361,2020-08-12T00:00:00
Alameda Contra Costa,367,2020-08-13T00:00:00
Alameda Contra Costa,371,2020-08-14T00:00:00
Alameda Contra Costa,375,2020-08-15T00:00:00
Alameda Contra Costa,378,2020-08-16T00:00:00
Alameda Contra Costa,378,2020-08-17T00:00:00
Alameda Contra Costa,381,2020-08-18T00:00:00
Alameda Contra Costa,386,2020-08-19T00:00:00
Alameda Contra Costa,392,2020-08-20T00:00:00
Alameda Contra Costa,398,2020-08-21T00:00:00
Alameda Contra Costa,401,2020-08-22T00:00:00
Alameda Contra Costa,403,2020-08-23T00:00:00
Alameda Contra Costa,403,2020-08-24T00:00:00
Alameda Contra Costa,411,2020-08-25T00:00:00
Alameda Contra Costa,415,2020-08-26T00:00:00
Alameda Contra Costa,417,2020-08-27T00:00:00
Alameda Contra Costa,420,2020-08-28T00:00:00
Alameda Contra Costa,420,2020-08-29T00:00:00
Alameda Contra Costa,427,2020-08-30T00:00:00
Alameda Contra Costa,432,2020-08-31T00:00:00
Alameda Contra Costa,436,2020-09-01T00:00:00
Alameda Contra Costa,457,2020-09-02T00:00:00
Alameda Contra Costa,478,2020-09-03T00:00:00
Alameda Contra Costa,482,2020-09-04T00:00:00
Alameda Contra Costa,485,2020-09-05T00:00:00
Alameda Contra Costa,485,2020-09-06T00:00:00
Alameda Contra Costa,487,2020-09-07T00:00:00
Alameda Contra Costa,490,2020-09-08T00:00:00
Alameda Contra Costa,490,2020-09-09T00:00:00
Alameda Contra Costa,491,2020-09-10T00:00:00
Alameda Contra Costa,509,2020-09-11T00:00:00
Alameda Contra Costa,511,2020-09-12T00:00:00
Alameda Contra Costa,524,2020-09-13T00:00:00
Alameda Contra Costa,524,2020-09-14T00:00:00
Alameda Contra Costa,550,2020-09-15T00:00:00
Alameda Contra Costa,553,2020-09-16T00:00:00
Alameda Contra Costa,563,2020-09-17T00:00:00
Alameda Contra Costa,569,2020-09-18T00:00:00
Alameda Contra Costa,573,2020-09-19T00:00:00
Alameda Contra Costa,575,2020-09-20T00:00:00
Alameda Contra Costa,575,2020-09-21T00:00:00
Alameda Contra Costa,592,2020-09-22T00:00:00
Alameda Contra Costa,599,2020-09-23T00:00:00
Alameda Contra Costa,601,2020-09-24T00:00:00
Alameda Contra Costa,609,2020-09-25T00:00:00
Alameda Contra Costa,611,2020-09-26T00:00:00
Alameda Contra Costa,612,2020-09-27T00:00:00
Alameda Contra Costa,612,2020-09-28T00:00:00
Alameda Contra Costa,615,2020-09-29T00:00:00
Alameda Contra Costa,621,2020-09-30T00:00:00
Alameda Contra Costa,629,2020-10-01T00:00:00
Alameda Contra Costa,631,2020-10-02T00:00:00
Alameda Contra Costa,637,2020-10-03T00:00:00
Alameda Contra Costa,637,2020-10-04T00:00:00
Alameda Contra Costa,638,2020-10-05T00:00:00
Alameda Contra Costa,645,2020-10-06T00:00:00
Alameda Contra Costa,664,2020-10-07T00:00:00
Alameda Contra Costa,667,2020-10-08T00:00:00
Alameda Contra Costa,668,2020-10-09T00:00:00
Alameda Contra Costa,671,2020-10-10T00:00:00
Alameda Contra Costa,666,2020-10-11T00:00:00
