Date,R
2020-10-04,1.06914683238774
2020-10-05,1.08416648789179
2020-10-06,1.10262680106879
2020-10-07,1.12368963526811
2020-10-08,1.13378866199849
2020-10-09,1.13208577024309
2020-10-10,1.13782320978722
2020-10-11,1.13910006469776
2020-10-12,1.13903198340518
2020-10-13,1.15692251147673
2020-10-14,1.17639805292456
2020-10-15,1.18329303058868
2020-10-16,1.18685772230175
2020-10-17,1.18568715226441
2020-10-18,1.1994277339229
2020-10-19,1.22163856009527
2020-10-20,1.2191893046242
2020-10-21,1.22358192376405
2020-10-22,1.23690666618587
2020-10-23,1.24920488484687
2020-10-24,1.25616578353726
2020-10-25,1.2471793682005
2020-10-26,1.24757293931538
2020-10-27,1.25537015643816
2020-10-28,1.27094736599102
2020-10-29,1.28782691614021
2020-10-30,1.31052140885017
2020-10-31,1.3349097309253
2020-11-01,1.36679153144725
2020-11-02,1.3731466373137
2020-11-03,1.38647625915971
2020-11-04,1.37470120885595
2020-11-05,1.36914881067579
2020-11-06,1.36194140565955
2020-11-07,1.36334923776807
2020-11-08,1.36351616293326
2020-11-09,1.36583587692196
2020-11-10,1.36896409936768
2020-11-11,1.37414613017892
2020-11-12,1.37416380487056
2020-11-13,1.36643005847778
2020-11-14,1.3498902313874
2020-11-15,1.32815505433013
2020-11-16,1.31132010597062
2020-11-17,1.2889618082472
2020-11-18,1.27335064940218
2020-11-19,1.26019034388571
2020-11-20,1.23351374643025
2020-11-21,1.20916221903906
2020-11-22,1.18293835502065
2020-11-23,1.15713934672609
2020-11-24,1.12513871569082
2020-11-25,1.09105539304511
2020-11-26,1.058159112734
2020-11-27,1.07333488085452
2020-11-28,1.08167243975241
2020-11-29,1.10019334562129
2020-11-30,1.12385082636056
2020-12-01,1.15116445085588
2020-12-02,1.17547988615083
2020-12-03,1.1970070230243
2020-12-04,1.19674609073061
2020-12-05,1.19370596002575
2020-12-06,1.18446068345707
2020-12-07,1.17491418894873
2020-12-08,1.16557943254772
2020-12-09,1.15060142142771
2020-12-10,1.141012627416
2020-12-11,1.12826489822494
2020-12-12,1.11327738690875
2020-12-13,1.10120322840287
2020-12-14,1.09050097753501
2020-12-15,1.08285726493038
2020-12-16,1.07970078621214
2020-12-17,1.07067823468122
2020-12-18,1.05739478259467
2020-12-19,1.02242524892183
2020-12-20,1.0099748332329
2020-12-21,0.994505585026823
2020-12-22,0.970254356624311
2020-12-23,0.944158354300722
2020-12-24,0.915129914215465
2020-12-25,0.903271844034555
2020-12-26,0.936700064110009
2020-12-27,0.96412237586156
2020-12-28,0.994402793381882
2020-12-29,1.02098302806989
2020-12-30,1.04307332453238
2020-12-31,1.05816778721563
2021-01-01,1.07208804382145
2021-01-02,1.11116553339973
2021-01-03,1.11854714860754
2021-01-04,1.11704249158549
2021-01-05,1.12810425895537
2021-01-06,1.13594291716861
2021-01-07,1.14266957078927
2021-01-08,1.13908785372353
2021-01-09,1.10377626017466
2021-01-10,1.07508625607732
2021-01-11,1.0456732152024
2021-01-12,1.01386975338105
2021-01-13,0.984713499414776
2021-01-14,0.958241310645908
2021-01-15,0.934492716706627
2021-01-16,0.906038762182586
2021-01-17,0.883755427212326
2021-01-18,0.859779351093453
2021-01-19,0.849180117288285
2021-01-20,0.841129109436765
2021-01-21,0.835618086066015
2021-01-22,0.829754926661365
2021-01-23,0.824557880878425
2021-01-24,0.820591930614181
2021-01-25,0.821212878281128
2021-01-26,0.813456612408861
2021-01-27,0.809680882021541
2021-01-28,0.805887403977891
2021-01-29,0.800534440860358
2021-01-30,0.792998283297749
2021-01-31,0.786439824286636
2021-02-01,0.779856409653332
2021-02-02,0.760775358156991
2021-02-03,0.746272217803177
2021-02-04,0.736047494951243
2021-02-05,0.731884717415104
2021-02-06,0.725255098663049
2021-02-07,0.723338513365137
2021-02-08,0.718310657745219
2021-02-09,0.711392922764625
2021-02-10,0.703372458827454
2021-02-11,0.697973078533739
2021-02-12,0.688303905260633
2021-02-13,0.680355105438872
2021-02-14,0.667831949336488
2021-02-15,0.654820826437457
2021-02-16,0.652374655538849
2021-02-17,0.65908340161104
2021-02-18,0.673024705141058
2021-02-19,0.698243410227402
2021-02-20,0.723484948780491
2021-02-21,0.745399117620689
2021-02-22,0.760734070094921
2021-02-23,0.779639884296623
2021-02-24,0.789852060842634
2021-02-25,0.797945169874285
2021-02-26,0.802778886286018
2021-02-27,0.804373437588684
2021-02-28,0.80840506866928
2021-03-01,0.808198504867964
2021-03-02,0.805213144226301
2021-03-03,0.807729519641461
2021-03-04,0.809167105635231
2021-03-05,0.810622011639873
2021-03-06,0.812554019026738
2021-03-07,0.812688201209241
2021-03-08,0.814231063593674
2021-03-09,0.826928088925488
2021-03-10,0.833993834425609
2021-03-11,0.846721150558931
2021-03-12,0.859864702817436
2021-03-13,0.873475879992737
2021-03-14,0.891250552256366
2021-03-15,0.905317273385494
2021-03-16,0.909337402598448
2021-03-17,0.911480003842768
2021-03-18,0.92257833665456
2021-03-19,0.936484412347613
2021-03-20,0.952918364214656
2021-03-21,0.970415387333674
2021-03-22,0.996338712050815
2021-03-23,1.03702981660078
2021-03-24,1.08014728250858
2021-03-25,1.08166531984955
2021-03-26,1.08704975430452
2021-03-27,1.08029736276652
2021-03-28,1.07528637800191
2021-03-29,1.0696783147704
2021-03-30,1.05883288705053
2021-03-31,1.0483536398227
2021-04-01,1.05270148671257
2021-04-02,1.04497056602107
2021-04-03,1.04629623084784
2021-04-04,1.04863051141484
2021-04-05,1.06436320381976
2021-04-06,1.06326159720221
2021-04-07,1.07071491827965
2021-04-08,1.07638807445859
2021-04-09,1.07693480941754
2021-04-10,1.07164461944818
2021-04-11,1.0637026265395
2021-04-12,1.05509783303462
2021-04-13,1.05133216729659
2021-04-14,1.02671660912113
2021-04-15,1.00133407334189
2021-04-16,0.982325089558556
2021-04-17,0.959514543678388
2021-04-18,0.949419905532461
2021-04-19,0.939912603642192
2021-04-20,0.92222389787821
2021-04-21,0.903083171624891
2021-04-22,0.888241100103904
2021-04-23,0.872531561977831
2021-04-24,0.865896925631719
2021-04-25,0.852892534782659
2021-04-26,0.841625860702276
2021-04-27,0.8450146532118
2021-04-28,0.847777403539999
2021-04-29,0.848409016389695
2021-04-30,0.846077140557046
2021-05-01,0.842803785199541
2021-05-02,0.836515949942075
2021-05-03,0.825849626852197
2021-05-04,0.807706992872508
2021-05-05,0.793901445397498
2021-05-06,0.785061539299161
2021-05-07,0.776538852851206
2021-05-08,0.769637370542082
2021-05-09,0.763172677628586
2021-05-10,0.757494473226436
2021-05-11,0.753354615189992
2021-05-12,0.750513707699554
2021-05-13,0.750741620134743
2021-05-14,0.752227987118297
2021-05-15,0.743796929945617
2021-05-16,0.73302349444293
2021-05-17,0.722404084046274
2021-05-18,0.714672114686025
2021-05-19,0.705135493728623
2021-05-20,0.69424029253183
2021-05-21,0.683922393354183
2021-05-22,0.680255048013799
